output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,copy_original_drums
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.DV_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums and Velocity,0.1,0.0,,,,,True
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.DV_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.1,0.7848012984489758,0.7591033288181659,0.04554659266404437,0.6597094207669769,1.0,True
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.DV_T01_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.1,0.29721961480765846,0.4784974870473817,0.21663533443308414,0.9285714285714286,1.0,True
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.DV_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums and Velocity,0.1,0.8783956491048529,0.91429017685509,0.7109835045167889,0.718593855885739,1.0,True
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.DV_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums and Velocity,0.1,0.9501863580067504,0.9928112799229035,0.8552854426662505,0.7598767061150848,1.0,True
Synthwave #4 in Bb.mapped.Chorus-Synthwave #4 in Bb.mapped.Chorus.DV_T01_orig_drums.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.1,0.8985407319555241,0.8119145153620831,0.4461049970655161,0.800991134211918,1.0,True
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.DV_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.1,0.8585019697276701,0.9046384094536971,0.627844065335203,0.5045897921695109,,True
Teen Pop #4 in Bb.mapped.Verse-Teen Pop #4 in Bb.mapped.Verse.DV_T01_orig_drums.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.1,0.6927977186547666,0.8843017044518976,0.7480082341542484,0.602519918775341,1.0,True
Synthwave #4 in Bb.mapped.Pre_Chorus-Synthwave #4 in Bb.mapped.Pre_Chorus.DV_T01_orig_drums.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.1,0.6592020931052637,0.8482666376528444,0.5370871702833264,0.6126364533309769,1.0,True
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.DV_T06.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.9105999685120637,0.8630266246162368,0.6987577113762733,0.641137155498791,0.3172575870084836,
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.DV_T06.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.0,,,,,
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.DV_T06.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.631566128464039,0.8955633191087313,0.9150773540418876,0.45705791597821666,0.37033345022538877,
Teen Pop #4 in Bb.mapped.Chorus-Teen Pop #4 in Bb.mapped.Chorus.DV_T06.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.6589853321421091,0.8359384185005365,0.825172339171519,0.8537501183121838,0.3515615246553261,
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.DV_T06.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7224230947187055,0.5938132504859738,0.03638579760532801,0.08711100786849635,,
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.DV_T06.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.8482231782234299,0.7888378693907826,0.6980791472771871,0.4388565495561747,0.17787811838447132,
Teen Pop #4 in Bb.mapped.Pre_Chorus-Teen Pop #4 in Bb.mapped.Pre_Chorus.DV_T06.mid,Teen Pop #4 in Bb.mapped.Pre_Chorus.mid,Teen Pop #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.5295384322346647,0.8167123751848332,0.9187299647891315,0.6740790367019844,0.2425356250363333,
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.DV_T06.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.8234118209754466,0.6838147211998398,0.0,0.7216430616233387,0.11180339887498958,
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.DV_T06.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.8400075016941111,0.7313801129764455,0.3048655915899974,0.20085259032474467,,
Synthwave #4 in Bb.mapped.Chorus-Synthwave #4 in Bb.mapped.Chorus.DV_T06.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.8934403568752705,0.5171446550173034,0.046061580596918006,0.3054611609104847,0.0,
Synthwave #4 in Bb.mapped.Pre_Chorus-Synthwave #4 in Bb.mapped.Pre_Chorus.DV_T06.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.7058386812754025,0.6440356685943537,0.4455930449904437,0.2587100471293273,0.0,
Synthwave #2 in Gm.mapped.Verse-Synthwave #2 in Gm.mapped.Verse.DV_T06.mid,Synthwave #2 in Gm.mapped.Verse.mid,Synthwave #2 in Gm.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.8222700063382429,0.8120044326259301,0.5378405622956339,0.5459065487780712,0.34239340908413385,
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.DV_T06.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.5076512249895244,0.8918821579790759,0.684161071714434,0.6858373696597531,0.09422856948630909,
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.DV_T06.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.7625551637456457,0.677018722593351,0.10062873524849958,0.3103854276221003,0.0,
Teen Pop #4 in Bb.mapped.Verse-Teen Pop #4 in Bb.mapped.Verse.DV_T06.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.5725870171822638,0.8710133180717375,0.9465168434245175,0.8234079571610642,0.0495073771488338,
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.DV_T06.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.8926004623443375,0.9062361500031061,0.5220388485772389,0.36419452072025926,,
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.DV_T06.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.652685312450203,0.674379943368181,0.33407655239053047,0.4168439339227894,0.22633936510629626,
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.DV_T06.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.9125373863392581,0.8961704265356538,0.9163168378181094,0.48731941444099225,0.39547389428864954,
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.DV_T06.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.8586622834930678,0.9054917068553316,0.7939902929963395,0.49158275902954274,0.17070340295717956,
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.DV_T06.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7224789542143242,0.9016396590534174,0.7538754846080643,0.423716685292302,0.0,
Synthwave #4 in Bb.mapped.Verse-Synthwave #4 in Bb.mapped.Verse.DV_T06.mid,Synthwave #4 in Bb.mapped.Verse.mid,Synthwave #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7609047649831641,0.817927220927687,0.6288128015956869,0.2906550694654598,0.0,
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.DV_T06_orig_drums.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.905334404810007,0.9140991687830075,0.6654941550871213,0.5596128740207388,,True
Teen Pop #4 in Bb.mapped.Chorus-Teen Pop #4 in Bb.mapped.Chorus.DV_T06_orig_drums.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.6923156022442293,0.8230219003860302,0.8118461489949304,0.8179797730328723,1.0,True
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.DV_T06_orig_drums.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.9118992144814673,0.9006955450040672,0.9470448802547168,0.8667256769130512,1.0,True
Synthwave #4 in Bb.mapped.Chorus-Synthwave #4 in Bb.mapped.Chorus.DV_T06_orig_drums.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.87880782094654,0.8235941915976652,0.47831876222517655,0.779591748449365,1.0,True
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.DV_T06_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.664280015217564,0.7049010664252068,0.10879374049539992,0.47614618629840266,1.0,True
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.DV_T06_orig_drums.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.7805061564136235,0.7033614387608348,0.2939491386151858,0.3562224600037923,,True
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.DV_T06_orig_drums.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.9926895721601614,0.15048147496645348,,0.583459965991578,1.0,True
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.DV_T06_orig_drums.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.935757336742551,0.9729912108177314,0.8427815214486056,0.7963244514325798,1.0,True
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.DV_T06_orig_drums.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7288665194141926,0.8713078539835892,0.7972401538949893,0.672968534563992,1.0,True
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.DV_T06_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.0,,,,,True
Teen Pop #4 in Bb.mapped.Pre_Chorus-Teen Pop #4 in Bb.mapped.Pre_Chorus.DV_T06_orig_drums.mid,Teen Pop #4 in Bb.mapped.Pre_Chorus.mid,Teen Pop #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.544950048160013,0.8215767258941695,0.8526856553199446,0.5916701187416553,1.0,True
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.DV_T06_orig_drums.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.8765314037129661,0.9239739957016944,0.7184305152576919,0.7831386151003301,1.0,True
Synthwave #4 in Bb.mapped.Verse-Synthwave #4 in Bb.mapped.Verse.DV_T06_orig_drums.mid,Synthwave #4 in Bb.mapped.Verse.mid,Synthwave #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7662224949155249,0.8829644597377938,0.7507046737698287,0.7919994252183632,1.0,True
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.DV_T06_orig_drums.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7292843086133475,0.9264144171724122,0.7866553317941832,0.5402159651766468,1.0,True
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.DV_T06_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7186214796346663,0.6434395043335507,0.05003833851752659,0.24121389516880332,1.0,True
Synthwave #4 in Bb.mapped.Pre_Chorus-Synthwave #4 in Bb.mapped.Pre_Chorus.DV_T06_orig_drums.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.6903451966295134,0.823057165233472,0.5508503288231664,0.6702449990813631,1.0,True
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.DV_T06_orig_drums.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.4994008645513477,0.9265008917014481,0.8317052983678713,0.8543816704927084,1.0,True
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.DV_T06_orig_drums.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.6,0.8565401305275643,0.9317355852285355,0.7612644913962949,0.24108790170581074,1.0,True
Teen Pop #4 in Bb.mapped.Verse-Teen Pop #4 in Bb.mapped.Verse.DV_T06_orig_drums.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.5824694166555479,0.8750400375777421,0.8983006881435477,0.7334720654638307,1.0,True
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.DV_T06_orig_drums.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.6,0.8134401913316902,0.7587311424721942,0.04300569571778212,0.7081053748956676,1.0,True
Synthwave #2 in Gm.mapped.Verse-Synthwave #2 in Gm.mapped.Verse.DV_T06_orig_drums.mid,Synthwave #2 in Gm.mapped.Verse.mid,Synthwave #2 in Gm.mapped.Verse.mid,Verse,Drums and Velocity,0.6,0.7968373899994797,0.874446651842079,0.47718420814230345,0.7265070000089578,1.0,True
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.DV_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.40051750108819506,0.39851450535587274,0.19844017862020236,0.4280123601914517,,
Teen Pop #4 in Bb.mapped.Pre_Chorus-Teen Pop #4 in Bb.mapped.Pre_Chorus.DV_T001.mid,Teen Pop #4 in Bb.mapped.Pre_Chorus.mid,Teen Pop #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.6095226203324454,0.7709970431802339,0.9389018466175707,0.5929611248246022,0.18898223650461388,
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.DV_T001.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.8733166852700539,0.9257910488349781,0.9127884367454853,0.530465749455436,0.21554904886889426,
Synthwave #4 in Bb.mapped.Pre_Chorus-Synthwave #4 in Bb.mapped.Pre_Chorus.DV_T001.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.6261653679059319,0.6783600029905311,0.1912185881452385,0.343224936197455,0.0,
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.DV_T001.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.5797358077902562,0.8996817275216128,0.7536502022252854,0.47652145804195634,0.0414157683281291,
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.DV_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.3528137125488783,0.38253328711008017,0.09727442024795618,0.492104233463609,0.0,
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.DV_T001.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.8681217610030183,0.8931750221284384,0.6012958138654106,0.3669797627243673,,
Synthwave #4 in Bb.mapped.Verse-Synthwave #4 in Bb.mapped.Verse.DV_T001.mid,Synthwave #4 in Bb.mapped.Verse.mid,Synthwave #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.646656429125003,0.7529346397303963,0.6890842485675034,0.48482377082179196,0.0,
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.DV_T001.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.6364372208410882,0.9257913371916969,0.6538506934006261,0.47449617786647913,,
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.DV_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.0,,,,,
Teen Pop #4 in Bb.mapped.Chorus-Teen Pop #4 in Bb.mapped.Chorus.DV_T001.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.6625641394670174,0.8381560671634561,0.7895642804565345,0.8055384881507873,0.4594458584042115,
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.DV_T001.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.8027020331831136,0.9031083920583806,0.6911895825629893,0.3635649315210868,0.39296767359834783,
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.DV_T001.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.714766461367625,0.9081353338674811,0.9144328386032339,0.26198100870618035,0.0,
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.DV_T001.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.4807986368908087,0.0,0.0,0.36466247874473623,0.0,
Synthwave #4 in Bb.mapped.Chorus-Synthwave #4 in Bb.mapped.Chorus.DV_T001.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Synthwave #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.882094576138122,0.9199199845475456,0.2447708899218508,0.5144735431340149,0.0,
Synthwave #2 in Gm.mapped.Verse-Synthwave #2 in Gm.mapped.Verse.DV_T001.mid,Synthwave #2 in Gm.mapped.Verse.mid,Synthwave #2 in Gm.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.78554023430285,0.8643669652518033,0.4217192380715402,0.6047330692143431,0.0,
Teen Pop #4 in Bb.mapped.Verse-Teen Pop #4 in Bb.mapped.Verse.DV_T001.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Teen Pop #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.7002077986165588,0.9072436570805338,0.8960659877177439,0.7710320118075669,0.4111052062875198,
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.DV_T001.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.887334215135061,0.8646619821703545,0.5691045862717946,0.49861342290114574,0.0,
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.DV_T001.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.5886854505449355,0.5475838623222373,0.7220590921555078,0.5468034236845261,,
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.DV_T001.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.8359695402921783,0.6804864111137775,0.0,0.6632423380445789,0.0,
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.DV_T001.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.8568775250104205,0.932364979336376,0.6517422743132711,0.4976269853748694,0.0,
Synthwave #4 in Bb.mapped.Pre_Chorus-Synthwave #4 in Bb.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Synthwave #4 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.6280360949284475,0.8286545107205613,0.45820734513502126,0.6028295763453263,1.0,True
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.DV_T001_orig_drums.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.6384139414862631,0.9141465432629061,0.7421584466705186,0.5331094202919998,1.0,True
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.DV_T001_orig_drums.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.8791409411141793,0.9299644389163888,0.9572892429132343,0.9205578456423059,1.0,True
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.9926895721601614,0.15048147496645348,,0.583459965991578,1.0,True
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.29721961480765846,0.4784974870473817,0.21663533443308414,0.9285714285714286,1.0,True
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.5843610619490991,0.9348182145087047,0.8318595640672021,0.6788114815742204,1.0,True
Synthwave #3 in Bb.mapped.Chorus-Synthwave #3 in Bb.mapped.Chorus.DV_T001_orig_drums.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Synthwave #3 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.8460956696815511,0.9253574809037273,0.5984618786391517,0.31657210869733365,1.0,True
Synthwave #4 in Bb.mapped.Verse-Synthwave #4 in Bb.mapped.Verse.DV_T001_orig_drums.mid,Synthwave #4 in Bb.mapped.Verse.mid,Synthwave #4 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.6471366893377809,0.833548992292415,0.8264368878544963,0.9704437746145701,1.0,True
Teen Pop #4 in Bb.mapped.Chorus-Teen Pop #4 in Bb.mapped.Chorus.DV_T001_orig_drums.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Teen Pop #4 in Bb.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.6917708498563181,0.8205243819955038,0.7815606088880596,0.7844962287918438,1.0,True
