output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums
20 Modren Country #2 in G.PreChorus_no_drum.X.20 Modren Country #2 in G.PreChorus_no_drum.D_T001.mid,20 Modren Country #2 in G.PreChorus_no_drum.mid,20 Modren Country #2 in G.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.889230188641597,0.6774429393024662,0.6554144762309536,0.48603840672172094,
20 Modren Country #2 in G.Verse_no_drum.X.20 Modren Country #2 in G.Verse_no_drum.D_T001.mid,20 Modren Country #2 in G.Verse_no_drum.mid,20 Modren Country #2 in G.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.902610584412713,0.5861868011431978,0.16294106520118,0.2583523194745222,
21 Classic Country #1 in G.Chorus_no_drum.X.21 Classic Country #1 in G.Chorus_no_drum.D_T001.mid,21 Classic Country #1 in G.Chorus_no_drum.mid,21 Classic Country #1 in G.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.9555229888707318,0.9529796782228289,0.8596260850038233,0.5360779895893599,
21 Classic Country #1 in G.PreChorus_no_drum.X.21 Classic Country #1 in G.PreChorus_no_drum.D_T001.mid,21 Classic Country #1 in G.PreChorus_no_drum.mid,21 Classic Country #1 in G.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9441658442932818,0.8259610214291384,0.6708256079890819,0.7118530029909144,
21 Classic Country #1 in G.Verse_no_drum.X.21 Classic Country #1 in G.Verse_no_drum.D_T001.mid,21 Classic Country #1 in G.Verse_no_drum.mid,21 Classic Country #1 in G.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.902140400304165,0.9460437164465099,0.6406662908144863,0.5236394853574645,
22 Country Rock #1 in Em.Chorus_no_drum.X.22 Country Rock #1 in Em.Chorus_no_drum.D_T001.mid,22 Country Rock #1 in Em.Chorus_no_drum.mid,22 Country Rock #1 in Em.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8911180252639079,0.8743785193865622,0.5515738881301323,0.708336077344283,
22 Country Rock #1 in Em.PreChorus_no_drum.X.22 Country Rock #1 in Em.PreChorus_no_drum.D_T001.mid,22 Country Rock #1 in Em.PreChorus_no_drum.mid,22 Country Rock #1 in Em.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9283118845377417,0.7282401840155516,0.24314140398457607,0.4658167801558727,
22 Country Rock #1 in Em.Verse_no_drum.X.22 Country Rock #1 in Em.Verse_no_drum.D_T001.mid,22 Country Rock #1 in Em.Verse_no_drum.mid,22 Country Rock #1 in Em.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.836655459542713,0.8282048192865282,0.6052696234403396,0.8511497658274231,
23 Teen Pop #2 In D.Chorus_no_drum.X.23 Teen Pop #2 In D.Chorus_no_drum.D_T001.mid,23 Teen Pop #2 In D.Chorus_no_drum.mid,23 Teen Pop #2 In D.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.9620394669679646,0.7191708329714191,0.4530342835055341,0.7987211864929293,
23 Teen Pop #2 In D.PreChorus_no_drum.X.23 Teen Pop #2 In D.PreChorus_no_drum.D_T001.mid,23 Teen Pop #2 In D.PreChorus_no_drum.mid,23 Teen Pop #2 In D.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9194419286315225,0.7452258592213633,0.9843091327750996,0.9961164901835043,
